le_mass,rt_aligned,dt,c_Stefan,h_Stefan,c_weighted,h_weighted
0.00029999999992469384,0.01452676555504553,0.030000000000001137,0.06534727408513816,1.0,0.014487474543437589,1.0
0.00029999999992469384,0.01452676555504553,0.07300000000000324,0.06534727408513816,1.0,0.014487474543437589,1.0
0.00029999999992469384,0.01452676555504553,0.10699999999999932,0.06534727408513816,0.9999889458790236,0.014487474543437589,0.9999668857724722
0.00029999999992469384,0.01452676555504553,0.14100000000000534,0.06539706248444113,0.9999834098324393,0.014520588770965445,0.9999503286587083
0.00029999999992469384,0.01452676555504553,0.17899999999999494,0.06539706248444113,0.9999833986320473,0.014520588770965445,0.9999503286587083
0.00029999999992469384,0.01452676555504553,0.2260000000000062,0.06544685088374409,0.9999833894401134,0.014553702998493302,0.9999503286587083
0.00029999999992469384,0.01452676555504553,0.29300000000000637,0.06547174508339557,0.9999778377390062,0.014570260112257231,0.9999337715449443
0.00029999999992469384,0.01452676555504553,0.40099999999999625,0.06547174508339557,0.9999778226253576,0.014570260112257231,0.9999337715449443
0.00029999999992469384,0.01452676555504553,0.761999999999994,0.06547174508339557,0.999977810938098,0.014570260112257231,0.9999337715449443
0.00029999999992469384,0.01452676555504553,128.57800000000003,0.06547174508339557,0.9999722573628959,0.014570260112257231,0.9999172144311803
0.00029999999992469384,0.0348698673208375,0.030000000000001137,0.06534727408513816,1.0,0.014487474543437589,1.0
0.00029999999992469384,0.0348698673208375,0.07300000000000324,0.0654219566840926,0.9999944608771755,0.014537145884729374,0.9999834428862361
0.00029999999992469384,0.0348698673208375,0.10699999999999932,0.06549663928304705,0.9999722234567353,0.014597855301863779,0.9999116953932591
0.00029999999992469384,0.0348698673208375,0.14100000000000534,0.06564600448095594,0.9999554292718257,0.014702717022368661,0.9998509859761247
0.00029999999992469384,0.0348698673208375,0.17899999999999494,0.06577047547921334,0.999938551262213,0.014785502591188304,0.9998013146348329
0.00029999999992469384,0.0348698673208375,0.2260000000000062,0.06591984067712223,0.9999215796106988,0.014890364311693185,0.999751643293541
0.00029999999992469384,0.0348698673208375,0.29300000000000637,0.06604431167537964,0.999887638555706,0.015000745070119377,0.9996357434971935
0.00029999999992469384,0.0348698673208375,0.40099999999999625,0.06619367687328852,0.999887338542048,0.015100087752702948,0.9996302244592723
0.00029999999992469384,0.0348698673208375,0.761999999999994,0.06641772467015185,0.9998757448250544,0.015293254079948783,0.9995750340800592
0.00029999999992469384,0.0348698673208375,128.57800000000003,0.06646751306945482,0.9998417345889056,0.01533188734539795,0.999448096207869
0.00029999999992469384,0.047944545798178244,0.030000000000001137,0.06534727408513816,1.0,0.014487474543437589,1.0
0.00029999999992469384,0.047944545798178244,0.07300000000000324,0.06549663928304705,0.999983344991839,0.01459233626394247,0.9999503286587083
0.00029999999992469384,0.047944545798178244,0.10699999999999932,0.06567089868060742,0.9999274687139087,0.01470823606028997,0.9997737194452263
0.00029999999992469384,0.047944545798178244,0.14100000000000534,0.06591984067712223,0.9998991167107564,0.014873807197929257,0.9996688577247215
0.00029999999992469384,0.047944545798178244,0.17899999999999494,0.06614388847398556,0.9998592191732224,0.015017302183883306,0.9995419198525313
0.00029999999992469384,0.047944545798178244,0.2260000000000062,0.06644261886980334,0.9998246844319776,0.015249101776578306,0.9994315390941051
0.00029999999992469384,0.047944545798178244,0.29300000000000637,0.06669156086631815,0.9998011499215963,0.015414672914217593,0.9993321964115215
0.00029999999992469384,0.047944545798178244,0.40099999999999625,0.0670151854617874,0.9997774531510352,0.015651991544833904,0.9992494108427019
0.00029999999992469384,0.047944545798178244,0.761999999999994,0.06738859845655962,0.9997650375939849,0.015944500554663312,0.9991997395014102
0.00029999999992469384,0.047944545798178244,128.57800000000003,0.06743838685586258,0.9997188416275054,0.015983133820112478,0.9990286493258496
0.00029999999992469384,0.060791995659906214,0.030000000000001137,0.06537216828478964,1.0,0.014504031657201516,1.0
0.00029999999992469384,0.060791995659906214,0.07300000000000324,0.06557132188200149,0.9999666089743946,0.014664083756919494,0.9999006573174164
0.00029999999992469384,0.060791995659906214,0.10699999999999932,0.06589494647747075,0.9998991461036778,0.014895883349614496,0.9996909338764066
0.00029999999992469384,0.060791995659906214,0.14100000000000534,0.06616878267363704,0.9998647193772582,0.015083530638939021,0.9995584769662952
0.00029999999992469384,0.060791995659906214,0.17899999999999494,0.06651730146875778,0.9998242351393645,0.01532084926955533,0.9994260200561839
0.00029999999992469384,0.060791995659906214,0.2260000000000062,0.06691560866318148,0.9997776143147955,0.015640953468991286,0.9992714869943872
0.00029999999992469384,0.060791995659906214,0.29300000000000637,0.06723923325865074,0.9997417874049634,0.015883791137528906,0.9991335110463544
0.00029999999992469384,0.060791995659906214,0.40099999999999625,0.0676873288523774,0.9996883206833858,0.01623149052657141,0.9989513827949512
0.00029999999992469384,0.060791995659906214,0.761999999999994,0.0680856360468011,0.9996806354773339,0.016557113763928672,0.9989182685674233
0.00029999999992469384,0.060791995659906214,128.57800000000003,0.06816031864575554,0.999627742490868,0.016617823181063078,0.9987030260884923
0.00029999999992469384,0.07452299652251426,0.030000000000001137,0.06539706248444113,0.9999944681698493,0.014515069733044136,0.9999834428862361
0.00029999999992469384,0.07452299652251426,0.07300000000000324,0.06564600448095594,0.9999553768149086,0.014702717022368661,0.9998675430898886
0.00029999999992469384,0.07452299652251426,0.10699999999999932,0.06601941747572816,0.9998706382595784,0.014984187956355447,0.9995971102317444
0.00029999999992469384,0.07452299652251426,0.14100000000000534,0.06641772467015185,0.9998243307568511,0.015271177928263545,0.9994205010182625
0.00029999999992469384,0.07452299652251426,0.17899999999999494,0.06689071446353,0.9997774429911662,0.015624396355227357,0.9992659679564658
0.00029999999992469384,0.07452299652251426,0.2260000000000062,0.06733881005725666,0.9997183470998373,0.015977614782191167,0.9990838397050626
0.00029999999992469384,0.07452299652251426,0.29300000000000637,0.06778690565098332,0.9996640291020309,0.016297718981627123,0.9988906733778168
0.00029999999992469384,0.07452299652251426,0.40099999999999625,0.06840926064227035,0.9996147042855391,0.016750280091174505,0.9987030260884923
