,noise_cnt,runs_no,signal,noise_norm,signal_norm,le_mass,rt_aligned,dt
0.5,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.06077606109215595,0.7618000000000024
0.6000000000000001,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.06077606109215595,0.7618000000000024
0.7000000000000001,4.0,6.0,0.0,1.0,0.0,0.0006999999999379725,0.06077606109215595,0.7618000000000024
0.8,5.0,8.0,3.0,1.0,0.30000000000000004,0.0006999999999379725,0.06077606109215595,0.7618000000000024
0.9,7.0,10.0,4.0,1.0,0.6,0.0006999999999379725,0.06077606109215595,0.7618000000000024
1.0,10.0,10.0,10.0,1.0,1.0,0.0006999999999379725,0.06077606109215595,0.7618000000000024
0.0,0.0,1.0,0.0,0.0,0.0,0.0006999999999379725,0.06077606109215595,128.57800000000003
0.1,1.0,2.0,0.0,0.4,0.0,0.0006999999999379725,0.06077606109215595,128.57800000000003
0.2,2.0,2.0,0.0,0.6666666666666666,0.0,0.0006999999999379725,0.06077606109215595,128.57800000000003
0.30000000000000004,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.06077606109215595,128.57800000000003
0.4,2.0,3.0,0.0,1.0,0.0,0.0006999999999379725,0.06077606109215595,128.57800000000003
0.5,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.06077606109215595,128.57800000000003
0.6000000000000001,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.06077606109215595,128.57800000000003
0.7000000000000001,4.0,6.0,0.0,1.0,0.0,0.0006999999999379725,0.06077606109215595,128.57800000000003
0.8,5.0,8.0,3.0,1.0,0.33333333333333337,0.0006999999999379725,0.06077606109215595,128.57800000000003
0.9,7.0,10.0,4.0,1.0,0.6,0.0006999999999379725,0.06077606109215595,128.57800000000003
1.0,10.0,10.0,10.0,1.0,1.0,0.0006999999999379725,0.06077606109215595,128.57800000000003
0.0,0.0,1.0,0.0,0.0,0.0,0.0006999999999379725,0.07452472591631931,0.030000000000001137
0.1,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.030000000000001137
0.2,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.030000000000001137
0.30000000000000004,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.030000000000001137
0.4,3.0,3.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.030000000000001137
0.5,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.030000000000001137
0.6000000000000001,4.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.030000000000001137
0.7000000000000001,6.0,6.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.030000000000001137
0.8,7.0,8.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.030000000000001137
0.9,9.0,10.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.030000000000001137
1.0,10.0,10.0,8.0,1.0,1.0,0.0006999999999379725,0.07452472591631931,0.030000000000001137
0.0,0.0,1.0,0.0,0.0,0.0,0.0006999999999379725,0.07452472591631931,0.07300000000000537
0.1,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.07300000000000537
0.2,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.07300000000000537
0.30000000000000004,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.07300000000000537
0.4,3.0,3.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.07300000000000537
0.5,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.07300000000000537
0.6000000000000001,4.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.07300000000000537
0.7000000000000001,5.0,6.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.07300000000000537
0.8,7.0,8.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.07300000000000537
0.9,9.0,10.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.07300000000000537
1.0,10.0,10.0,10.0,1.0,1.0,0.0006999999999379725,0.07452472591631931,0.07300000000000537
0.0,0.0,1.0,0.0,0.0,0.0,0.0006999999999379725,0.07452472591631931,0.10699999999999932
0.1,2.0,2.0,0.0,0.7,0.0,0.0006999999999379725,0.07452472591631931,0.10699999999999932
0.2,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.10699999999999932
0.30000000000000004,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.10699999999999932
0.4,3.0,3.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.10699999999999932
0.5,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.10699999999999932
0.6000000000000001,4.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.10699999999999932
0.7000000000000001,5.0,6.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.10699999999999932
0.8,6.0,8.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.10699999999999932
0.9,9.0,10.0,3.0,1.0,0.30000000000000004,0.0006999999999379725,0.07452472591631931,0.10699999999999932
1.0,10.0,10.0,10.0,1.0,1.0,0.0006999999999379725,0.07452472591631931,0.10699999999999932
0.0,0.0,1.0,0.0,0.0,0.0,0.0006999999999379725,0.07452472591631931,0.14100000000000534
0.1,2.0,2.0,0.0,0.625,0.0,0.0006999999999379725,0.07452472591631931,0.14100000000000534
0.2,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.14100000000000534
0.30000000000000004,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.14100000000000534
0.4,3.0,3.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.14100000000000534
0.5,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.14100000000000534
0.6000000000000001,4.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.14100000000000534
0.7000000000000001,5.0,6.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.14100000000000534
0.8,6.0,8.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.14100000000000534
0.9,8.0,10.0,3.0,1.0,0.375,0.0006999999999379725,0.07452472591631931,0.14100000000000534
1.0,10.0,10.0,10.0,1.0,1.0,0.0006999999999379725,0.07452472591631931,0.14100000000000534
0.0,0.0,1.0,0.0,0.0,0.0,0.0006999999999379725,0.07452472591631931,0.17899999999999494
0.1,2.0,2.0,0.0,0.5555555555555556,0.0,0.0006999999999379725,0.07452472591631931,0.17899999999999494
0.2,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.17899999999999494
0.30000000000000004,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.17899999999999494
0.4,2.0,3.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.17899999999999494
0.5,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.17899999999999494
0.6000000000000001,4.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.17899999999999494
0.7000000000000001,5.0,6.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.17899999999999494
0.8,6.0,8.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.17899999999999494
0.9,8.0,10.0,3.0,1.0,0.4444444444444444,0.0006999999999379725,0.07452472591631931,0.17899999999999494
1.0,10.0,10.0,10.0,1.0,1.0,0.0006999999999379725,0.07452472591631931,0.17899999999999494
0.0,0.0,1.0,0.0,0.0,0.0,0.0006999999999379725,0.07452472591631931,0.2260000000000062
0.1,1.0,2.0,0.0,0.5,0.0,0.0006999999999379725,0.07452472591631931,0.2260000000000062
0.2,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.2260000000000062
0.30000000000000004,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.2260000000000062
0.4,2.0,3.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.2260000000000062
0.5,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.2260000000000062
0.6000000000000001,4.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.2260000000000062
0.7000000000000001,4.0,6.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.2260000000000062
0.8,6.0,8.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.2260000000000062
0.9,7.0,10.0,3.0,1.0,0.5,0.0006999999999379725,0.07452472591631931,0.2260000000000062
1.0,10.0,10.0,10.0,1.0,1.0,0.0006999999999379725,0.07452472591631931,0.2260000000000062
0.0,0.0,1.0,0.0,0.0,0.0,0.0006999999999379725,0.07452472591631931,0.29300000000000637
0.1,1.0,2.0,0.0,0.4,0.0,0.0006999999999379725,0.07452472591631931,0.29300000000000637
0.2,2.0,2.0,0.0,0.7,0.0,0.0006999999999379725,0.07452472591631931,0.29300000000000637
0.30000000000000004,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.29300000000000637
0.4,2.0,3.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.29300000000000637
0.5,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.29300000000000637
0.6000000000000001,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.29300000000000637
0.7000000000000001,4.0,6.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.29300000000000637
0.8,5.0,8.0,3.0,1.0,0.30000000000000004,0.0006999999999379725,0.07452472591631931,0.29300000000000637
0.9,7.0,10.0,4.0,1.0,0.6,0.0006999999999379725,0.07452472591631931,0.29300000000000637
1.0,10.0,10.0,10.0,1.0,1.0,0.0006999999999379725,0.07452472591631931,0.29300000000000637
0.0,0.0,1.0,0.0,0.0,0.0,0.0006999999999379725,0.07452472591631931,0.40099999999999625
0.1,1.0,2.0,0.0,0.375,0.0,0.0006999999999379725,0.07452472591631931,0.40099999999999625
0.2,2.0,2.0,0.0,0.6666666666666666,0.0,0.0006999999999379725,0.07452472591631931,0.40099999999999625
0.30000000000000004,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.40099999999999625
0.4,2.0,3.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.40099999999999625
0.5,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.40099999999999625
0.6000000000000001,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.40099999999999625
0.7000000000000001,4.0,6.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.40099999999999625
0.8,5.0,8.0,3.0,1.0,0.33333333333333337,0.0006999999999379725,0.07452472591631931,0.40099999999999625
0.9,7.0,10.0,4.0,1.0,0.625,0.0006999999999379725,0.07452472591631931,0.40099999999999625
1.0,10.0,10.0,10.0,1.0,1.0,0.0006999999999379725,0.07452472591631931,0.40099999999999625
0.0,0.0,1.0,0.0,0.0,0.0,0.0006999999999379725,0.07452472591631931,0.7618000000000024
0.1,1.0,2.0,0.0,0.3,0.0,0.0006999999999379725,0.07452472591631931,0.7618000000000024
0.2,2.0,2.0,0.0,0.6,0.0,0.0006999999999379725,0.07452472591631931,0.7618000000000024
0.30000000000000004,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.7618000000000024
0.4,2.0,3.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.7618000000000024
0.5,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.7618000000000024
0.6000000000000001,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.7618000000000024
0.7000000000000001,4.0,6.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,0.7618000000000024
0.8,5.0,8.0,3.0,1.0,0.4,0.0006999999999379725,0.07452472591631931,0.7618000000000024
0.9,7.0,10.0,4.0,1.0,0.7,0.0006999999999379725,0.07452472591631931,0.7618000000000024
1.0,10.0,10.0,10.0,1.0,1.0,0.0006999999999379725,0.07452472591631931,0.7618000000000024
0.0,0.0,1.0,0.0,0.0,0.0,0.0006999999999379725,0.07452472591631931,128.57800000000003
0.1,1.0,2.0,0.0,0.3,0.0,0.0006999999999379725,0.07452472591631931,128.57800000000003
0.2,2.0,2.0,0.0,0.5714285714285714,0.0,0.0006999999999379725,0.07452472591631931,128.57800000000003
0.30000000000000004,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,128.57800000000003
0.4,2.0,3.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,128.57800000000003
0.5,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,128.57800000000003
0.6000000000000001,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,128.57800000000003
0.7000000000000001,4.0,6.0,0.0,1.0,0.0,0.0006999999999379725,0.07452472591631931,128.57800000000003
0.8,5.0,8.0,3.0,1.0,0.4285714285714286,0.0006999999999379725,0.07452472591631931,128.57800000000003
0.9,7.0,10.0,4.0,1.0,0.7,0.0006999999999379725,0.07452472591631931,128.57800000000003
1.0,10.0,10.0,10.0,1.0,1.0,0.0006999999999379725,0.07452472591631931,128.57800000000003
0.0,0.0,1.0,0.0,0.0,0.0,0.0006999999999379725,0.09074049389451488,0.030000000000001137
0.1,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.030000000000001137
0.2,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.030000000000001137
0.30000000000000004,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.030000000000001137
0.4,3.0,3.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.030000000000001137
0.5,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.030000000000001137
0.6000000000000001,4.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.030000000000001137
0.7000000000000001,6.0,6.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.030000000000001137
0.8,7.0,8.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.030000000000001137
0.9,9.0,10.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.030000000000001137
1.0,10.0,10.0,9.0,1.0,1.0,0.0006999999999379725,0.09074049389451488,0.030000000000001137
0.0,0.0,1.0,0.0,0.0,0.0,0.0006999999999379725,0.09074049389451488,0.07300000000000537
0.1,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.07300000000000537
0.2,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.07300000000000537
0.30000000000000004,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.07300000000000537
0.4,3.0,3.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.07300000000000537
0.5,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.07300000000000537
0.6000000000000001,4.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.07300000000000537
0.7000000000000001,5.0,6.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.07300000000000537
0.8,7.0,8.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.07300000000000537
0.9,9.0,10.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.07300000000000537
1.0,10.0,10.0,10.0,1.0,1.0,0.0006999999999379725,0.09074049389451488,0.07300000000000537
0.0,0.0,1.0,0.0,0.0,0.0,0.0006999999999379725,0.09074049389451488,0.10699999999999932
0.1,2.0,2.0,0.0,0.6666666666666665,0.0,0.0006999999999379725,0.09074049389451488,0.10699999999999932
0.2,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.10699999999999932
0.30000000000000004,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.10699999999999932
0.4,3.0,3.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.10699999999999932
0.5,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.10699999999999932
0.6000000000000001,4.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.10699999999999932
0.7000000000000001,5.0,6.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.10699999999999932
0.8,6.0,8.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.10699999999999932
0.9,8.0,10.0,3.0,1.0,0.33333333333333337,0.0006999999999379725,0.09074049389451488,0.10699999999999932
1.0,10.0,10.0,10.0,1.0,1.0,0.0006999999999379725,0.09074049389451488,0.10699999999999932
0.0,0.0,1.0,0.0,0.0,0.0,0.0006999999999379725,0.09074049389451488,0.14100000000000534
0.1,2.0,2.0,0.0,0.5714285714285714,0.0,0.0006999999999379725,0.09074049389451488,0.14100000000000534
0.2,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.14100000000000534
0.30000000000000004,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.14100000000000534
0.4,2.0,3.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.14100000000000534
0.5,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.14100000000000534
0.6000000000000001,4.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.14100000000000534
0.7000000000000001,5.0,6.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.14100000000000534
0.8,6.0,8.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.14100000000000534
0.9,8.0,10.0,3.0,1.0,0.4285714285714286,0.0006999999999379725,0.09074049389451488,0.14100000000000534
1.0,10.0,10.0,10.0,1.0,1.0,0.0006999999999379725,0.09074049389451488,0.14100000000000534
0.0,0.0,1.0,0.0,0.0,0.0,0.0006999999999379725,0.09074049389451488,0.17899999999999494
0.1,1.0,2.0,0.0,0.5,0.0,0.0006999999999379725,0.09074049389451488,0.17899999999999494
0.2,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.17899999999999494
0.30000000000000004,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.17899999999999494
0.4,2.0,3.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.17899999999999494
0.5,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.17899999999999494
0.6000000000000001,4.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.17899999999999494
0.7000000000000001,4.0,6.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.17899999999999494
0.8,6.0,8.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.17899999999999494
0.9,7.0,10.0,3.0,1.0,0.5,0.0006999999999379725,0.09074049389451488,0.17899999999999494
1.0,10.0,10.0,10.0,1.0,1.0,0.0006999999999379725,0.09074049389451488,0.17899999999999494
0.0,0.0,1.0,0.0,0.0,0.0,0.0006999999999379725,0.09074049389451488,0.2260000000000062
0.1,1.0,2.0,0.0,0.4,0.0,0.0006999999999379725,0.09074049389451488,0.2260000000000062
0.2,2.0,2.0,0.0,0.7,0.0,0.0006999999999379725,0.09074049389451488,0.2260000000000062
0.30000000000000004,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.2260000000000062
0.4,2.0,3.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.2260000000000062
0.5,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.2260000000000062
0.6000000000000001,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.2260000000000062
0.7000000000000001,4.0,6.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.2260000000000062
0.8,5.0,8.0,3.0,1.0,0.30000000000000004,0.0006999999999379725,0.09074049389451488,0.2260000000000062
0.9,7.0,10.0,4.0,1.0,0.6,0.0006999999999379725,0.09074049389451488,0.2260000000000062
1.0,10.0,10.0,10.0,1.0,1.0,0.0006999999999379725,0.09074049389451488,0.2260000000000062
0.0,0.0,1.0,0.0,0.0,0.0,0.0006999999999379725,0.09074049389451488,0.29300000000000637
0.1,1.0,2.0,0.0,0.33333333333333326,0.0,0.0006999999999379725,0.09074049389451488,0.29300000000000637
0.2,2.0,2.0,0.0,0.625,0.0,0.0006999999999379725,0.09074049389451488,0.29300000000000637
0.30000000000000004,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.29300000000000637
0.4,2.0,3.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.29300000000000637
0.5,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.29300000000000637
0.6000000000000001,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.29300000000000637
0.7000000000000001,4.0,6.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.29300000000000637
0.8,5.0,8.0,3.0,1.0,0.375,0.0006999999999379725,0.09074049389451488,0.29300000000000637
0.9,7.0,10.0,4.0,1.0,0.6666666666666667,0.0006999999999379725,0.09074049389451488,0.29300000000000637
1.0,10.0,10.0,10.0,1.0,1.0,0.0006999999999379725,0.09074049389451488,0.29300000000000637
0.0,0.0,1.0,0.0,0.0,0.0,0.0006999999999379725,0.09074049389451488,0.40099999999999625
0.1,1.0,2.0,0.0,0.3,0.0,0.0006999999999379725,0.09074049389451488,0.40099999999999625
0.2,2.0,2.0,0.0,0.5714285714285714,0.0,0.0006999999999379725,0.09074049389451488,0.40099999999999625
0.30000000000000004,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.40099999999999625
0.4,2.0,3.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.40099999999999625
0.5,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.40099999999999625
0.6000000000000001,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.40099999999999625
0.7000000000000001,4.0,6.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.40099999999999625
0.8,5.0,8.0,3.0,1.0,0.4285714285714286,0.0006999999999379725,0.09074049389451488,0.40099999999999625
0.9,7.0,10.0,5.0,1.0,0.7,0.0006999999999379725,0.09074049389451488,0.40099999999999625
1.0,10.0,10.0,10.0,1.0,1.0,0.0006999999999379725,0.09074049389451488,0.40099999999999625
0.0,0.0,1.0,0.0,0.0,0.0,0.0006999999999379725,0.09074049389451488,0.7618000000000024
0.1,1.0,2.0,0.0,0.25,0.0,0.0006999999999379725,0.09074049389451488,0.7618000000000024
0.2,2.0,2.0,0.0,0.5,0.0,0.0006999999999379725,0.09074049389451488,0.7618000000000024
0.30000000000000004,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.7618000000000024
0.4,2.0,3.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.7618000000000024
0.5,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.7618000000000024
0.6000000000000001,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.7618000000000024
0.7000000000000001,4.0,6.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,0.7618000000000024
0.8,5.0,8.0,3.0,1.0,0.5,0.0006999999999379725,0.09074049389451488,0.7618000000000024
0.9,6.0,10.0,5.0,1.0,0.75,0.0006999999999379725,0.09074049389451488,0.7618000000000024
1.0,10.0,10.0,10.0,1.0,1.0,0.0006999999999379725,0.09074049389451488,0.7618000000000024
0.0,0.0,1.0,0.0,0.0,0.0,0.0006999999999379725,0.09074049389451488,128.57800000000003
0.1,1.0,2.0,0.0,0.25,0.0,0.0006999999999379725,0.09074049389451488,128.57800000000003
0.2,2.0,2.0,0.0,0.5,0.0,0.0006999999999379725,0.09074049389451488,128.57800000000003
0.30000000000000004,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,128.57800000000003
0.4,2.0,3.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,128.57800000000003
0.5,2.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,128.57800000000003
0.6000000000000001,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,128.57800000000003
0.7000000000000001,4.0,6.0,0.0,1.0,0.0,0.0006999999999379725,0.09074049389451488,128.57800000000003
0.8,5.0,8.0,3.0,1.0,0.5,0.0006999999999379725,0.09074049389451488,128.57800000000003
0.9,6.0,10.0,5.0,1.0,0.75,0.0006999999999379725,0.09074049389451488,128.57800000000003
1.0,10.0,10.0,10.0,1.0,1.0,0.0006999999999379725,0.09074049389451488,128.57800000000003
0.0,0.0,1.0,0.0,0.0,0.0,0.0006999999999379725,0.11150744804550498,0.030000000000001137
0.1,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.11150744804550498,0.030000000000001137
0.2,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.11150744804550498,0.030000000000001137
0.30000000000000004,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.11150744804550498,0.030000000000001137
0.4,3.0,3.0,0.0,1.0,0.0,0.0006999999999379725,0.11150744804550498,0.030000000000001137
0.5,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.11150744804550498,0.030000000000001137
0.6000000000000001,4.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.11150744804550498,0.030000000000001137
0.7000000000000001,5.0,6.0,0.0,1.0,0.0,0.0006999999999379725,0.11150744804550498,0.030000000000001137
0.8,7.0,8.0,0.0,1.0,0.0,0.0006999999999379725,0.11150744804550498,0.030000000000001137
0.9,9.0,10.0,0.0,1.0,0.0,0.0006999999999379725,0.11150744804550498,0.030000000000001137
1.0,10.0,10.0,9.0,1.0,1.0,0.0006999999999379725,0.11150744804550498,0.030000000000001137
0.0,0.0,1.0,0.0,0.0,0.0,0.0006999999999379725,0.11150744804550498,0.07300000000000537
0.1,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.11150744804550498,0.07300000000000537
0.2,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.11150744804550498,0.07300000000000537
0.30000000000000004,2.0,2.0,0.0,1.0,0.0,0.0006999999999379725,0.11150744804550498,0.07300000000000537
0.4,3.0,3.0,0.0,1.0,0.0,0.0006999999999379725,0.11150744804550498,0.07300000000000537
0.5,3.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.11150744804550498,0.07300000000000537
0.6000000000000001,4.0,4.0,0.0,1.0,0.0,0.0006999999999379725,0.11150744804550498,0.07300000000000537
0.7000000000000001,5.0,6.0,0.0,1.0,0.0,0.0006999999999379725,0.11150744804550498,0.07300000000000537
0.8,6.0,8.0,0.0,1.0,0.0,0.0006999999999379725,0.11150744804550498,0.07300000000000537
0.9,9.0,10.0,0.0,1.0,0.0,0.0006999999999379725,0.11150744804550498,0.07300000000000537
1.0,10.0,10.0,10.0,1.0,1.0,0.0006999999999379725,0.11150744804550498,0.07300000000000537
0.0,0.0,1.0,0.0,0.0,0.0,0.0006999999999379725,0.11150744804550498,0.10699999999999932
