le_mass,rt_aligned,dt,swanson,swanson_weighted
0.00029999999992469384,0.01452676555504553,0.030000000000001137,0.014489393763764924,0.014487474543437589
0.00029999999992469384,0.01452676555504553,0.07300000000000324,0.014498196700486587,0.014487474543437589
0.00029999999992469384,0.01452676555504553,0.10699999999999932,0.014508373404078926,0.014487474543437589
0.00029999999992469384,0.01452676555504553,0.14100000000000534,0.014527215718369988,0.014520588770965445
0.00029999999992469384,0.01452676555504553,0.17899999999999494,0.01453702320279341,0.014520588770965445
0.00029999999992469384,0.01452676555504553,0.2260000000000062,0.014556145528234714,0.014553702998493302
0.00029999999992469384,0.01452676555504553,0.29300000000000637,0.014571363669102614,0.014570260112257231
0.00029999999992469384,0.01452676555504553,0.40099999999999625,0.01458130045240841,0.014570260112257231
0.00029999999992469384,0.01452676555504553,0.761999999999994,0.014588984484642737,0.014570260112257231
0.00029999999992469384,0.01452676555504553,128.57800000000003,0.014592222290035676,0.014570260112257231
0.00029999999992469384,0.0348698673208375,0.030000000000001137,0.014498997497887288,0.014487474543437589
0.00029999999992469384,0.0348698673208375,0.07300000000000324,0.014556734151272607,0.014537145884729374
0.00029999999992469384,0.0348698673208375,0.10699999999999932,0.014615611094754268,0.014597855301863779
0.00029999999992469384,0.0348698673208375,0.14100000000000534,0.01469097148714749,0.014702717022368661
0.00029999999992469384,0.0348698673208375,0.17899999999999494,0.014757962708493928,0.014785502591188304
0.00029999999992469384,0.0348698673208375,0.2260000000000062,0.014831493399201295,0.014890364311693185
0.00029999999992469384,0.0348698673208375,0.29300000000000637,0.0149030710550116,0.015000745070119377
0.00029999999992469384,0.0348698673208375,0.40099999999999625,0.014976653543085337,0.015100087752702948
0.00029999999992469384,0.0348698673208375,0.761999999999994,0.015066891804130407,0.015293254079948783
0.00029999999992469384,0.0348698673208375,128.57800000000003,0.015089264016909017,0.01533188734539795
0.00029999999992469384,0.047944545798178244,0.030000000000001137,0.014504926149204577,0.014487474543437589
0.00029999999992469384,0.047944545798178244,0.07300000000000324,0.01460619889079493,0.01459233626394247
0.00029999999992469384,0.047944545798178244,0.10699999999999932,0.01471720428907758,0.01470823606028997
0.00029999999992469384,0.047944545798178244,0.14100000000000534,0.014839555709978592,0.014873807197929257
0.00029999999992469384,0.047944545798178244,0.17899999999999494,0.014960080177471483,0.015017302183883306
0.00029999999992469384,0.047944545798178244,0.2260000000000062,0.015091459104916457,0.015249101776578306
0.00029999999992469384,0.047944545798178244,0.29300000000000637,0.01521752713763938,0.015414672914217593
0.00029999999992469384,0.047944545798178244,0.40099999999999625,0.015358021028850487,0.015651991544833904
0.00029999999992469384,0.047944545798178244,0.761999999999994,0.015509605413178867,0.015944500554663312
0.00029999999992469384,0.047944545798178244,128.57800000000003,0.01553958320187691,0.015983133820112478
0.00029999999992469384,0.060791995659906214,0.030000000000001137,0.014519758704390762,0.014504031657201516
0.00029999999992469384,0.060791995659906214,0.07300000000000324,0.014658170789393138,0.014664083756919494
0.00029999999992469384,0.060791995659906214,0.10699999999999932,0.014829630127623337,0.014895883349614496
0.00029999999992469384,0.060791995659906214,0.14100000000000534,0.014980302424013572,0.015083530638939021
0.00029999999992469384,0.060791995659906214,0.17899999999999494,0.01514713468591804,0.01532084926955533
0.00029999999992469384,0.060791995659906214,0.2260000000000062,0.015324097827945955,0.015640953468991286
0.00029999999992469384,0.060791995659906214,0.29300000000000637,0.01549449288664525,0.015883791137528906
0.00029999999992469384,0.060791995659906214,0.40099999999999625,0.015688650395245515,0.01623149052657141
